NO,LAP,GAP,TIME,race_id,cumtime,progress,temp_lap,5,77,7,33,14,19,11,27,55,10,9,28,18,94,8,44,3,DRIVER,ENTRANT,TIME OF DAY,STOP,DURATION,TOTAL TIME,d_stop,target,laps_since_pit,stop_count,stint
7,11,3.459,74.083,25.0,1067.77,0.15714285714285714,11.0,0.33899999999999864,0.16100000000000136,0.0,-0.034000000000006025,-0.8410000000000082,-0.625,-0.6490000000000009,-1.8499999999999943,-1.4050000000000011,-1.7040000000000077,-2.7049999999999983,-1.918999999999997,-2.8569999999999993,-2.1200000000000045,-2.222999999999999,-0.13800000000000523,-0.6470000000000056,,,,,,,False,,8,3.0,4.0
33,11,4.859,74.117,25.0,1069.1699999999998,0.15714285714285714,11.0,0.37300000000000466,0.1950000000000074,0.034000000000006025,0.0,-0.8070000000000022,-0.590999999999994,-0.6149999999999949,-1.8159999999999883,-1.3709999999999951,-1.6700000000000017,-2.6709999999999923,-1.884999999999991,-2.8229999999999933,-2.0859999999999985,-2.188999999999993,-0.1039999999999992,-0.6129999999999995,,,,,,,False,,8,3.0,4.0
19,11,8.499,74.708,25.0,1072.81,0.15714285714285714,11.0,0.9639999999999986,0.7860000000000014,0.625,0.590999999999994,-0.21600000000000819,0.0,-0.02400000000000091,-1.2249999999999943,-0.7800000000000011,-1.0790000000000077,-2.0799999999999983,-1.293999999999997,-2.2319999999999993,-1.4950000000000045,-1.597999999999999,0.48699999999999477,-0.02200000000000557,,,,,,,False,,8,3.0,4.0
14,11,9.486,74.924,25.0,1073.797,0.15714285714285714,11.0,1.1800000000000068,1.0020000000000095,0.8410000000000082,0.8070000000000022,0.0,0.21600000000000819,0.19200000000000728,-1.0089999999999861,-0.563999999999993,-0.8629999999999995,-1.86399999999999,-1.0779999999999887,-2.015999999999991,-1.2789999999999964,-1.3819999999999908,0.703000000000003,0.19400000000000261,,,,,,,False,,8,3.0,4.0
11,11,11.277,74.732,25.0,1075.5880000000002,0.15714285714285714,11.0,0.9879999999999995,0.8100000000000023,0.6490000000000009,0.6149999999999949,-0.19200000000000728,0.02400000000000091,0.0,-1.2009999999999934,-0.7560000000000002,-1.0550000000000068,-2.0559999999999974,-1.269999999999996,-2.2079999999999984,-1.4710000000000036,-1.573999999999998,0.5109999999999957,0.001999999999995339,,,,,,,False,,8,3.0,4.0
44,11,12.975,74.221,25.0,1077.286,0.15714285714285714,11.0,0.47700000000000387,0.2990000000000066,0.13800000000000523,0.1039999999999992,-0.703000000000003,-0.48699999999999477,-0.5109999999999957,-1.711999999999989,-1.266999999999996,-1.5660000000000025,-2.566999999999993,-1.7809999999999917,-2.718999999999994,-1.9819999999999993,-2.0849999999999937,0.0,-0.5090000000000003,,,,,,,False,,8,3.0,4.0
27,11,14.377,75.93299999999999,25.0,1078.6879999999999,0.15714285714285714,11.0,2.188999999999993,2.0109999999999957,1.8499999999999943,1.8159999999999883,1.0089999999999861,1.2249999999999943,1.2009999999999934,0.0,0.4449999999999932,0.14599999999998658,-0.855000000000004,-0.06900000000000261,-1.007000000000005,-0.27000000000001023,-0.37300000000000466,1.711999999999989,1.2029999999999887,,,,,,,False,,8,3.0,4.0
55,11,16.985,75.488,25.0,1081.2959999999998,0.15714285714285714,11.0,1.7439999999999998,1.5660000000000025,1.4050000000000011,1.3709999999999951,0.563999999999993,0.7800000000000011,0.7560000000000002,-0.4449999999999932,0.0,-0.2990000000000066,-1.2999999999999972,-0.5139999999999958,-1.4519999999999982,-0.7150000000000034,-0.8179999999999978,1.266999999999996,0.7579999999999956,,,,,,,False,,8,3.0,4.0
10,11,18.431,75.787,25.0,1082.742,0.15714285714285714,11.0,2.0430000000000064,1.865000000000009,1.7040000000000077,1.6700000000000017,0.8629999999999995,1.0790000000000077,1.0550000000000068,-0.14599999999998658,0.2990000000000066,0.0,-1.0009999999999906,-0.2149999999999892,-1.1529999999999916,-0.4159999999999968,-0.5189999999999912,1.5660000000000025,1.0570000000000022,,,,,,,False,,8,3.0,4.0
3,11,19.040,74.73,25.0,1083.351,0.15714285714285714,11.0,0.9860000000000042,0.8080000000000069,0.6470000000000056,0.6129999999999995,-0.19400000000000261,0.02200000000000557,-0.001999999999995339,-1.2029999999999887,-0.7579999999999956,-1.0570000000000022,-2.0579999999999927,-1.2719999999999914,-2.2099999999999937,-1.472999999999999,-1.5759999999999934,0.5090000000000003,0.0,,,,,,,False,,8,3.0,4.0
9,11,20.424,76.788,25.0,1084.7350000000001,0.15714285714285714,11.0,3.043999999999997,2.8659999999999997,2.7049999999999983,2.6709999999999923,1.86399999999999,2.0799999999999983,2.0559999999999974,0.855000000000004,1.2999999999999972,1.0009999999999906,0.0,0.7860000000000014,-0.15200000000000102,0.5849999999999937,0.4819999999999993,2.566999999999993,2.0579999999999927,,,,,,,False,,8,3.0,4.0
18,11,20.930,76.94,25.0,1085.241,0.15714285714285714,11.0,3.195999999999998,3.0180000000000007,2.8569999999999993,2.8229999999999933,2.015999999999991,2.2319999999999993,2.2079999999999984,1.007000000000005,1.4519999999999982,1.1529999999999916,0.15200000000000102,0.9380000000000024,0.0,0.7369999999999948,0.6340000000000003,2.718999999999994,2.2099999999999937,,,,,,,False,,8,3.0,4.0
28,11,21.763,76.002,25.0,1086.074,0.15714285714285714,11.0,2.2579999999999956,2.0799999999999983,1.918999999999997,1.884999999999991,1.0779999999999887,1.293999999999997,1.269999999999996,0.06900000000000261,0.5139999999999958,0.2149999999999892,-0.7860000000000014,0.0,-0.9380000000000024,-0.20100000000000762,-0.30400000000000205,1.7809999999999917,1.2719999999999914,,,,,,,False,,8,3.0,4.0
94,11,23.205,76.203,25.0,1087.5159999999998,0.15714285714285714,11.0,2.459000000000003,2.281000000000006,2.1200000000000045,2.0859999999999985,1.2789999999999964,1.4950000000000045,1.4710000000000036,0.27000000000001023,0.7150000000000034,0.4159999999999968,-0.5849999999999937,0.20100000000000762,-0.7369999999999948,0.0,-0.10299999999999443,1.9819999999999993,1.472999999999999,,,,,,,False,,8,3.0,3.0
8,11,24.401,76.306,25.0,1088.712,0.15714285714285714,11.0,2.5619999999999976,2.3840000000000003,2.222999999999999,2.188999999999993,1.3819999999999908,1.597999999999999,1.573999999999998,0.37300000000000466,0.8179999999999978,0.5189999999999912,-0.4819999999999993,0.30400000000000205,-0.6340000000000003,0.10299999999999443,0.0,2.0849999999999937,1.5759999999999934,,,,,,,False,,8,3.0,4.0
5,12,0,73.782,25.0,1138.0929999999998,0.17142857142857143,12.0,0.0,-0.4030000000000058,-0.23199999999999932,-0.25,-0.9720000000000084,-0.9540000000000077,-1.4549999999999983,-1.6200000000000045,-1.9980000000000047,-1.948999999999998,-1.9849999999999994,-2.1310000000000002,-1.9579999999999984,-2.406000000000006,-2.6470000000000056,-0.3539999999999992,-1.5100000000000051,,,,,,,False,,9,3.0,4.0
77,12,2.249,74.185,25.0,1140.3419999999999,0.17142857142857143,12.0,0.4030000000000058,0.0,0.17100000000000648,0.1530000000000058,-0.5690000000000026,-0.5510000000000019,-1.0519999999999925,-1.2169999999999987,-1.5949999999999989,-1.5459999999999923,-1.5819999999999936,-1.7279999999999944,-1.5549999999999926,-2.003,-2.2439999999999998,0.049000000000006594,-1.1069999999999993,,,,,,,False,,9,3.0,4.0
7,12,3.691,74.014,25.0,1141.7839999999999,0.17142857142857143,12.0,0.23199999999999932,-0.17100000000000648,0.0,-0.018000000000000682,-0.7400000000000091,-0.7220000000000084,-1.222999999999999,-1.3880000000000052,-1.7660000000000053,-1.7169999999999987,-1.7530000000000001,-1.899000000000001,-1.725999999999999,-2.1740000000000066,-2.4150000000000063,-0.12199999999999989,-1.2780000000000058,,,,,,,False,,9,3.0,4.0
33,12,5.109,74.032,25.0,1143.2019999999998,0.17142857142857143,12.0,0.25,-0.1530000000000058,0.018000000000000682,0.0,-0.7220000000000084,-0.7040000000000077,-1.2049999999999983,-1.3700000000000045,-1.7480000000000047,-1.698999999999998,-1.7349999999999994,-1.8810000000000002,-1.7079999999999984,-2.156000000000006,-2.3970000000000056,-0.1039999999999992,-1.2600000000000051,,,,,,,False,,9,3.0,4.0
19,12,9.453,74.736,25.0,1147.546,0.17142857142857143,12.0,0.9540000000000077,0.5510000000000019,0.7220000000000084,0.7040000000000077,-0.018000000000000682,0.0,-0.5009999999999906,-0.6659999999999968,-1.043999999999997,-0.9949999999999903,-1.0309999999999917,-1.1769999999999925,-1.0039999999999907,-1.4519999999999982,-1.6929999999999978,0.6000000000000085,-0.5559999999999974,,,,,,,False,,9,3.0,4.0
14,12,10.458,74.754,25.0,1148.551,0.17142857142857143,12.0,0.9720000000000084,0.5690000000000026,0.7400000000000091,0.7220000000000084,0.0,0.018000000000000682,-0.4829999999999899,-0.6479999999999961,-1.0259999999999962,-0.9769999999999897,-1.012999999999991,-1.1589999999999918,-0.98599999999999,-1.4339999999999975,-1.6749999999999972,0.6180000000000092,-0.5379999999999967,,,,,,,False,,9,3.0,4.0
11,12,12.732,75.237,25.0,1150.8250000000003,0.17142857142857143,12.0,1.4549999999999983,1.0519999999999925,1.222999999999999,1.2049999999999983,0.4829999999999899,0.5009999999999906,0.0,-0.16500000000000625,-0.5430000000000064,-0.4939999999999998,-0.5300000000000011,-0.6760000000000019,-0.5030000000000001,-0.9510000000000076,-1.1920000000000073,1.100999999999999,-0.05500000000000682,,,,,,,False,,9,3.0,4.0
44,12,13.329,74.136,25.0,1151.422,0.17142857142857143,12.0,0.3539999999999992,-0.049000000000006594,0.12199999999999989,0.1039999999999992,-0.6180000000000092,-0.6000000000000085,-1.100999999999999,-1.2660000000000053,-1.6440000000000055,-1.5949999999999989,-1.6310000000000002,-1.777000000000001,-1.6039999999999992,-2.0520000000000067,-2.2930000000000064,0.0,-1.156000000000006,,,,,,,False,,9,3.0,4.0
27,12,15.997,75.402,25.0,1154.09,0.17142857142857143,12.0,1.6200000000000045,1.2169999999999987,1.3880000000000052,1.3700000000000045,0.6479999999999961,0.6659999999999968,0.16500000000000625,0.0,-0.3780000000000001,-0.3289999999999935,-0.3649999999999949,-0.5109999999999957,-0.33799999999999386,-0.7860000000000014,-1.027000000000001,1.2660000000000053,0.10999999999999943,,,,,,,False,,9,3.0,4.0
55,12,18.983,75.78,25.0,1157.0759999999998,0.17142857142857143,12.0,1.9980000000000047,1.5949999999999989,1.7660000000000053,1.7480000000000047,1.0259999999999962,1.043999999999997,0.5430000000000064,0.3780000000000001,0.0,0.049000000000006594,0.01300000000000523,-0.13299999999999557,0.04000000000000625,-0.40800000000000125,-0.6490000000000009,1.6440000000000055,0.48799999999999955,,,,,,,False,,9,3.0,4.0
10,12,20.380,75.731,25.0,1158.473,0.17142857142857143,12.0,1.948999999999998,1.5459999999999923,1.7169999999999987,1.698999999999998,0.9769999999999897,0.9949999999999903,0.4939999999999998,0.3289999999999935,-0.049000000000006594,0.0,-0.036000000000001364,-0.18200000000000216,-0.009000000000000341,-0.45700000000000784,-0.6980000000000075,1.5949999999999989,0.43899999999999295,,,,,,,False,,9,3.0,4.0
3,12,20.550,75.292,25.0,1158.643,0.17142857142857143,12.0,1.5100000000000051,1.1069999999999993,1.2780000000000058,1.2600000000000051,0.5379999999999967,0.5559999999999974,0.05500000000000682,-0.10999999999999943,-0.48799999999999955,-0.43899999999999295,-0.4749999999999943,-0.6209999999999951,-0.4479999999999933,-0.8960000000000008,-1.1370000000000005,1.156000000000006,0.0,,,,,,,False,,9,3.0,4.0
9,12,22.409,75.767,25.0,1160.5020000000002,0.17142857142857143,12.0,1.9849999999999994,1.5819999999999936,1.7530000000000001,1.7349999999999994,1.012999999999991,1.0309999999999917,0.5300000000000011,0.3649999999999949,-0.01300000000000523,0.036000000000001364,0.0,-0.1460000000000008,0.027000000000001023,-0.4210000000000065,-0.6620000000000061,1.6310000000000002,0.4749999999999943,,,,,,,False,,9,3.0,4.0
18,12,22.888,75.74,25.0,1160.981,0.17142857142857143,12.0,1.9579999999999984,1.5549999999999926,1.725999999999999,1.7079999999999984,0.98599999999999,1.0039999999999907,0.5030000000000001,0.33799999999999386,-0.04000000000000625,0.009000000000000341,-0.027000000000001023,-0.17300000000000182,0.0,-0.4480000000000075,-0.6890000000000072,1.6039999999999992,0.4479999999999933,,,,,,,False,,9,3.0,4.0
28,12,23.894,75.913,25.0,1161.987,0.17142857142857143,12.0,2.1310000000000002,1.7279999999999944,1.899000000000001,1.8810000000000002,1.1589999999999918,1.1769999999999925,0.6760000000000019,0.5109999999999957,0.13299999999999557,0.18200000000000216,0.1460000000000008,0.0,0.17300000000000182,-0.2750000000000057,-0.5160000000000053,1.777000000000001,0.6209999999999951,,,,,,,False,,9,3.0,4.0
94,12,25.611,76.188,25.0,1163.704,0.17142857142857143,12.0,2.406000000000006,2.003,2.1740000000000066,2.156000000000006,1.4339999999999975,1.4519999999999982,0.9510000000000076,0.7860000000000014,0.40800000000000125,0.45700000000000784,0.4210000000000065,0.2750000000000057,0.4480000000000075,0.0,-0.24099999999999966,2.0520000000000067,0.8960000000000008,,,,,,,False,,9,3.0,3.0
8,12,27.048,76.429,25.0,1165.141,0.17142857142857143,12.0,2.6470000000000056,2.2439999999999998,2.4150000000000063,2.3970000000000056,1.6749999999999972,1.6929999999999978,1.1920000000000073,1.027000000000001,0.6490000000000009,0.6980000000000075,0.6620000000000061,0.5160000000000053,0.6890000000000072,0.24099999999999966,0.0,2.2930000000000064,1.1370000000000005,,,,,,,False,,9,3.0,4.0
5,13,0,73.99,25.0,1212.0829999999999,0.18571428571428572,13.0,0.0,0.022999999999996135,-0.35900000000000887,-0.2890000000000015,-0.8800000000000097,-0.9070000000000107,-1.0050000000000097,-1.5220000000000056,-1.5679999999999978,-2.4369999999999976,-2.105000000000004,-1.956000000000003,-1.6940000000000026,-2.058000000000007,-2.9140000000000015,-0.6110000000000042,-0.6740000000000066,,,,,,,False,,10,3.0,4.0
77,13,2.226,73.967,25.0,1214.309,0.18571428571428572,13.0,-0.022999999999996135,0.0,-0.382000000000005,-0.3119999999999976,-0.9030000000000058,-0.9300000000000068,-1.0280000000000058,-1.5450000000000017,-1.590999999999994,-2.4599999999999937,-2.128,-1.9789999999999992,-1.7169999999999987,-2.081000000000003,-2.9369999999999976,-0.6340000000000003,-0.6970000000000027,,,,,,,False,,10,3.0,4.0
7,13,4.050,74.349,25.0,1216.1329999999998,0.18571428571428572,13.0,0.35900000000000887,0.382000000000005,0.0,0.07000000000000739,-0.5210000000000008,-0.5480000000000018,-0.6460000000000008,-1.1629999999999967,-1.208999999999989,-2.0779999999999887,-1.7459999999999951,-1.5969999999999942,-1.3349999999999937,-1.698999999999998,-2.5549999999999926,-0.25199999999999534,-0.3149999999999977,,,,,,,False,,10,3.0,4.0
33,13,5.398,74.279,25.0,1217.4809999999998,0.18571428571428572,13.0,0.2890000000000015,0.3119999999999976,-0.07000000000000739,0.0,-0.5910000000000082,-0.6180000000000092,-0.7160000000000082,-1.233000000000004,-1.2789999999999964,-2.147999999999996,-1.8160000000000025,-1.6670000000000016,-1.4050000000000011,-1.7690000000000055,-2.625,-0.32200000000000273,-0.3850000000000051,,,,,,,False,,10,3.0,4.0
19,13,10.360,74.897,25.0,1222.443,0.18571428571428572,13.0,0.9070000000000107,0.9300000000000068,0.5480000000000018,0.6180000000000092,0.027000000000001023,0.0,-0.09799999999999898,-0.6149999999999949,-0.6609999999999872,-1.529999999999987,-1.1979999999999933,-1.0489999999999924,-0.7869999999999919,-1.1509999999999962,-2.006999999999991,0.2960000000000065,0.2330000000000041,,,,,,,False,,10,3.0,4.0
14,13,11.338,74.87,25.0,1223.4209999999998,0.18571428571428572,13.0,0.8800000000000097,0.9030000000000058,0.5210000000000008,0.5910000000000082,0.0,-0.027000000000001023,-0.125,-0.6419999999999959,-0.6879999999999882,-1.556999999999988,-1.2249999999999943,-1.0759999999999934,-0.813999999999993,-1.1779999999999973,-2.033999999999992,0.26900000000000546,0.20600000000000307,,,,,,,False,,10,3.0,4.0
11,13,13.737,74.995,25.0,1225.8200000000002,0.18571428571428572,13.0,1.0050000000000097,1.0280000000000058,0.6460000000000008,0.7160000000000082,0.125,0.09799999999999898,0.0,-0.5169999999999959,-0.5629999999999882,-1.431999999999988,-1.0999999999999943,-0.9509999999999934,-0.688999999999993,-1.0529999999999973,-1.9089999999999918,0.39400000000000546,0.33100000000000307,,,,,,,False,,10,3.0,4.0
44,13,13.940,74.601,25.0,1226.0230000000001,0.18571428571428572,13.0,0.6110000000000042,0.6340000000000003,0.25199999999999534,0.32200000000000273,-0.26900000000000546,-0.2960000000000065,-0.39400000000000546,-0.9110000000000014,-0.9569999999999936,-1.8259999999999934,-1.4939999999999998,-1.3449999999999989,-1.0829999999999984,-1.4470000000000027,-2.3029999999999973,0.0,-0.06300000000000239,,,,,,,False,,10,3.0,4.0
27,13,17.519,75.512,25.0,1229.6019999999999,0.18571428571428572,13.0,1.5220000000000056,1.5450000000000017,1.1629999999999967,1.233000000000004,0.6419999999999959,0.6149999999999949,0.5169999999999959,0.0,-0.04599999999999227,-0.914999999999992,-0.5829999999999984,-0.4339999999999975,-0.17199999999999704,-0.5360000000000014,-1.391999999999996,0.9110000000000014,0.847999999999999,,,,,,,False,,10,3.0,4.0
55,13,20.551,75.55799999999999,25.0,1232.6339999999998,0.18571428571428572,13.0,1.5679999999999978,1.590999999999994,1.208999999999989,1.2789999999999964,0.6879999999999882,0.6609999999999872,0.5629999999999882,0.04599999999999227,0.0,-0.8689999999999998,-0.5370000000000061,-0.38800000000000523,-0.12600000000000477,-0.4900000000000091,-1.3460000000000036,0.9569999999999936,0.8939999999999912,,,,,,,False,,10,3.0,4.0
3,13,21.224,74.664,25.0,1233.307,0.18571428571428572,13.0,0.6740000000000066,0.6970000000000027,0.3149999999999977,0.3850000000000051,-0.20600000000000307,-0.2330000000000041,-0.33100000000000307,-0.847999999999999,-0.8939999999999912,-1.762999999999991,-1.4309999999999974,-1.2819999999999965,-1.019999999999996,-1.3840000000000003,-2.239999999999995,0.06300000000000239,0.0,,,,,,,False,,10,3.0,4.0
10,13,22.817,76.42699999999999,25.0,1234.8999999999999,0.18571428571428572,13.0,2.4369999999999976,2.4599999999999937,2.0779999999999887,2.147999999999996,1.556999999999988,1.529999999999987,1.431999999999988,0.914999999999992,0.8689999999999998,0.0,0.33199999999999363,0.48099999999999454,0.742999999999995,0.3789999999999907,-0.47700000000000387,1.8259999999999934,1.762999999999991,,,,,,,False,,10,3.0,4.0
9,13,24.514,76.095,25.0,1236.5970000000002,0.18571428571428572,13.0,2.105000000000004,2.128,1.7459999999999951,1.8160000000000025,1.2249999999999943,1.1979999999999933,1.0999999999999943,0.5829999999999984,0.5370000000000061,-0.33199999999999363,0.0,0.1490000000000009,0.41100000000000136,0.046999999999997044,-0.8089999999999975,1.4939999999999998,1.4309999999999974,,,,,,,False,,10,3.0,4.0
18,13,24.582,75.684,25.0,1236.665,0.18571428571428572,13.0,1.6940000000000026,1.7169999999999987,1.3349999999999937,1.4050000000000011,0.813999999999993,0.7869999999999919,0.688999999999993,0.17199999999999704,0.12600000000000477,-0.742999999999995,-0.41100000000000136,-0.26200000000000045,0.0,-0.3640000000000043,-1.2199999999999989,1.0829999999999984,1.019999999999996,,,,,,,False,,10,3.0,4.0
28,13,25.850,75.946,25.0,1237.933,0.18571428571428572,13.0,1.956000000000003,1.9789999999999992,1.5969999999999942,1.6670000000000016,1.0759999999999934,1.0489999999999924,0.9509999999999934,0.4339999999999975,0.38800000000000523,-0.48099999999999454,-0.1490000000000009,0.0,0.26200000000000045,-0.10200000000000387,-0.9579999999999984,1.3449999999999989,1.2819999999999965,,,,,,,False,,10,3.0,4.0
94,13,27.669,76.048,25.0,1239.752,0.18571428571428572,13.0,2.058000000000007,2.081000000000003,1.698999999999998,1.7690000000000055,1.1779999999999973,1.1509999999999962,1.0529999999999973,0.5360000000000014,0.4900000000000091,-0.3789999999999907,-0.046999999999997044,0.10200000000000387,0.3640000000000043,0.0,-0.8559999999999945,1.4470000000000027,1.3840000000000003,,,,,,,False,,10,3.0,3.0
8,13,29.962,76.904,25.0,1242.045,0.18571428571428572,13.0,2.9140000000000015,2.9369999999999976,2.5549999999999926,2.625,2.033999999999992,2.006999999999991,1.9089999999999918,1.391999999999996,1.3460000000000036,0.47700000000000387,0.8089999999999975,0.9579999999999984,1.2199999999999989,0.8559999999999945,0.0,2.3029999999999973,2.239999999999995,,,,,,,False,,10,3.0,4.0
5,14,0,74.068,25.0,1286.1509999999998,0.2,14.0,0.0,0.06099999999999284,-0.38400000000000034,-0.13400000000000034,-1.0570000000000022,-0.9450000000000074,-2.5870000000000033,-1.531000000000006,-1.7279999999999944,-1.9819999999999993,-3.0990000000000038,-1.9539999999999935,-1.8469999999999942,-2.277000000000001,-2.5559999999999974,-1.3400000000000034,-1.0100000000000051,,,,,,,False,,11,3.0,4.0
77,14,2.165,74.007,25.0,1288.316,0.2,14.0,-0.06099999999999284,0.0,-0.4449999999999932,-0.19499999999999318,-1.117999999999995,-1.0060000000000002,-2.647999999999996,-1.5919999999999987,-1.7889999999999873,-2.042999999999992,-3.1599999999999966,-2.0149999999999864,-1.907999999999987,-2.337999999999994,-2.6169999999999902,-1.4009999999999962,-1.070999999999998,,,,,,,False,,11,3.0,4.0
7,14,4.434,74.452,25.0,1290.5849999999998,0.2,14.0,0.38400000000000034,0.4449999999999932,0.0,0.25,-0.6730000000000018,-0.561000000000007,-2.203000000000003,-1.1470000000000056,-1.343999999999994,-1.597999999999999,-2.7150000000000034,-1.5699999999999932,-1.4629999999999939,-1.8930000000000007,-2.171999999999997,-0.9560000000000031,-0.6260000000000048,,,,,,,False,,11,3.0,4.0
33,14,5.532,74.202,25.0,1291.6829999999998,0.2,14.0,0.13400000000000034,0.19499999999999318,-0.25,0.0,-0.9230000000000018,-0.811000000000007,-2.453000000000003,-1.3970000000000056,-1.593999999999994,-1.847999999999999,-2.9650000000000034,-1.8199999999999932,-1.7129999999999939,-2.1430000000000007,-2.421999999999997,-1.206000000000003,-0.8760000000000048,,,,,,,False,,11,3.0,4.0
19,14,11.305,75.013,25.0,1297.456,0.2,14.0,0.9450000000000074,1.0060000000000002,0.561000000000007,0.811000000000007,-0.11199999999999477,0.0,-1.641999999999996,-0.5859999999999985,-0.782999999999987,-1.036999999999992,-2.1539999999999964,-1.0089999999999861,-0.9019999999999868,-1.3319999999999936,-1.61099999999999,-0.394999999999996,-0.06499999999999773,,,,,,,False,,11,3.0,4.0
14,14,12.395,75.125,25.0,1298.5459999999998,0.2,14.0,1.0570000000000022,1.117999999999995,0.6730000000000018,0.9230000000000018,0.0,0.11199999999999477,-1.5300000000000011,-0.47400000000000375,-0.6709999999999923,-0.9249999999999972,-2.0420000000000016,-0.8969999999999914,-0.789999999999992,-1.2199999999999989,-1.4989999999999952,-0.28300000000000125,0.046999999999997044,,,,,,,False,,11,3.0,4.0
44,14,15.280,75.408,25.0,1301.431,0.2,14.0,1.3400000000000034,1.4009999999999962,0.9560000000000031,1.206000000000003,0.28300000000000125,0.394999999999996,-1.2469999999999999,-0.1910000000000025,-0.387999999999991,-0.6419999999999959,-1.7590000000000003,-0.6139999999999901,-0.5069999999999908,-0.9369999999999976,-1.215999999999994,0.0,0.3299999999999983,,,,,,,False,,11,3.0,4.0
11,14,16.324,76.655,25.0,1302.4750000000001,0.2,14.0,2.5870000000000033,2.647999999999996,2.203000000000003,2.453000000000003,1.5300000000000011,1.641999999999996,0.0,1.0559999999999974,0.8590000000000089,0.605000000000004,-0.5120000000000005,0.6330000000000098,0.7400000000000091,0.3100000000000023,0.03100000000000591,1.2469999999999999,1.5769999999999982,,,,,,,False,,11,3.0,4.0
27,14,19.050,75.599,25.0,1305.2009999999998,0.2,14.0,1.531000000000006,1.5919999999999987,1.1470000000000056,1.3970000000000056,0.47400000000000375,0.5859999999999985,-1.0559999999999974,0.0,-0.19699999999998852,-0.4509999999999934,-1.5679999999999978,-0.4229999999999876,-0.3159999999999883,-0.7459999999999951,-1.0249999999999915,0.1910000000000025,0.5210000000000008,,,,,,,False,,11,3.0,4.0
3,14,22.234,75.078,25.0,1308.385,0.2,14.0,1.0100000000000051,1.070999999999998,0.6260000000000048,0.8760000000000048,-0.046999999999997044,0.06499999999999773,-1.5769999999999982,-0.5210000000000008,-0.7179999999999893,-0.9719999999999942,-2.0889999999999986,-0.9439999999999884,-0.8369999999999891,-1.266999999999996,-1.5459999999999923,-0.3299999999999983,0.0,,,,,,,False,,11,3.0,4.0
55,14,22.279,75.79599999999999,25.0,1308.4299999999998,0.2,14.0,1.7279999999999944,1.7889999999999873,1.343999999999994,1.593999999999994,0.6709999999999923,0.782999999999987,-0.8590000000000089,0.19699999999998852,0.0,-0.2540000000000049,-1.3710000000000093,-0.2259999999999991,-0.11899999999999977,-0.5490000000000066,-0.828000000000003,0.387999999999991,0.7179999999999893,,,,,,,False,,11,3.0,4.0
10,14,24.799,76.05,25.0,1310.9499999999998,0.2,14.0,1.9819999999999993,2.042999999999992,1.597999999999999,1.847999999999999,0.9249999999999972,1.036999999999992,-0.605000000000004,0.4509999999999934,0.2540000000000049,0.0,-1.1170000000000044,0.028000000000005798,0.13500000000000512,-0.2950000000000017,-0.5739999999999981,0.6419999999999959,0.9719999999999942,,,,,,,False,,11,3.0,4.0
18,14,26.429,75.91499999999999,25.0,1312.58,0.2,14.0,1.8469999999999942,1.907999999999987,1.4629999999999939,1.7129999999999939,0.789999999999992,0.9019999999999868,-0.7400000000000091,0.3159999999999883,0.11899999999999977,-0.13500000000000512,-1.2520000000000095,-0.10699999999999932,0.0,-0.4300000000000068,-0.7090000000000032,0.5069999999999908,0.8369999999999891,,,,,,,False,,11,3.0,4.0
9,14,27.613,77.167,25.0,1313.7640000000001,0.2,14.0,3.0990000000000038,3.1599999999999966,2.7150000000000034,2.9650000000000034,2.0420000000000016,2.1539999999999964,0.5120000000000005,1.5679999999999978,1.3710000000000093,1.1170000000000044,0.0,1.1450000000000102,1.2520000000000095,0.8220000000000027,0.5430000000000064,1.7590000000000003,2.0889999999999986,,,,,,,False,,11,3.0,4.0
28,14,27.804,76.02199999999999,25.0,1313.955,0.2,14.0,1.9539999999999935,2.0149999999999864,1.5699999999999932,1.8199999999999932,0.8969999999999914,1.0089999999999861,-0.6330000000000098,0.4229999999999876,0.2259999999999991,-0.028000000000005798,-1.1450000000000102,0.0,0.10699999999999932,-0.3230000000000075,-0.6020000000000039,0.6139999999999901,0.9439999999999884,,,,,,,False,,11,3.0,4.0
94,14,29.946,76.345,25.0,1316.097,0.2,14.0,2.277000000000001,2.337999999999994,1.8930000000000007,2.1430000000000007,1.2199999999999989,1.3319999999999936,-0.3100000000000023,0.7459999999999951,0.5490000000000066,0.2950000000000017,-0.8220000000000027,0.3230000000000075,0.4300000000000068,0.0,-0.27899999999999636,0.9369999999999976,1.266999999999996,,,,,,,False,,11,3.0,3.0
8,14,32.518,76.624,25.0,1318.669,0.2,14.0,2.5559999999999974,2.6169999999999902,2.171999999999997,2.421999999999997,1.4989999999999952,1.61099999999999,-0.03100000000000591,1.0249999999999915,0.828000000000003,0.5739999999999981,-0.5430000000000064,0.6020000000000039,0.7090000000000032,0.27899999999999636,0.0,1.215999999999994,1.5459999999999923,,,,,,,False,,11,3.0,4.0
5,15,0,74.102,25.0,1360.253,0.21428571428571427,15.0,0.0,0.16100000000000136,-0.42199999999999704,-0.3789999999999907,-0.7789999999999964,-0.8449999999999989,-0.8939999999999912,-1.1509999999999962,-2.337999999999994,-1.7569999999999908,-3.7109999999999985,-2.336999999999989,-1.8019999999999925,-2.1799999999999926,-2.586999999999989,-0.33899999999999864,-0.6029999999999944,,,,,,,False,,12,3.0,4.0
