,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
181,94 2 LAPS,,1:43.247,94 2 LAPS,,1:42.870,22,1 LAP,1:43.412,22,1 LAP,1:43.335,22,1 LAP,1:41.910
182,30 1 LAP,,1:42.716,30 1 LAP,,1:43.146,94,2 LAPS,1:43.320,55,1 LAP,1:44.793,55,1 LAP,1:42.983
183,44 12.931,,1:40.515,44 12.382,,1:41.100,44,12.897,1:41.608,44,13.765,1:41.500,44,15.312,1:41.345
184,3 1 LAP,,1:41.522,3 1 LAP,,1:41.179,30,1 LAP,1:44.762,94,2 LAPS,1:45.177,94,2 LAPS,1:43.979
185,9 1 LAP,,1:42.050,7 22.106,,1:40.101,3,1 LAP,1:41.236,30,1 LAP,1:43.172,3,1 LAP,1:41.742
186,7 23.654,,1:40.640,9 1 LAP,,1:43.379,7,21.974,1:40.961,3,1 LAP,1:41.831,30,1 LAP,1:44.073
187,26 1 LAP,,1:42.597,26 1 LAP,,1:43.179,9,1 LAP,1:42.111,7,22.167,1:40.825,7,23.604,1:41.235
188,77 36.342,,1:41.579,77 36.458,,1:41.765,26,1 LAP,1:42.380,9,1 LAP,1:42.548,9,1 LAP,1:42.296
189,12 1 LAP,,1:42.690,12 1 LAP,,1:42.496,77,37.170,1:41.805,26,1 LAP,1:43.058,26,1 LAP,1:42.779
190,21 1 LAP,,1:43.042,21 1 LAP,,1:43.978,12,1 LAP,1:42.688,77,38.706,1:42.168,77,41.042,1:42.134
191,19 PIT,,1:47.718,19 74.879,,2:01.413,21,1 LAP,1:43.557,12,1 LAP,1:42.355,12,1 LAP,1:42.365
192,14 91.983,,1:43.058,14 93.658,,1:43.324,19,73.643,1:39.857,21,1 LAP,1:43.375,21,1 LAP,1:42.752
193,20 99.605,,1:42.209,20100.289,,1:42.333,14,93.041,1:40.476,19,72.922,1:39.911,19,73.418,1:40.294
194,8101.240,,1:42.459,,,,,,,14,96.240,1:43.831,14,99.148,1:42.706
195,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,,,,,,
196,6,,1:39.797,6,,1:39.094,6,,1:39.940,,,,,,
197,20,1 LAP,1:41.832,14,1 LAP,1:42.442,14,1 LAP,1:40.347,,,,,,
198,8,1 LAP,1:42.118,20,1 LAP,1:42.135,20,1 LAP,1:42.254,,,,,,
199,11,1 LAP,1:42.155,8,1 LAP,1:42.026,8,1 LAP,1:42.263,,,,,,
200,22,1 LAP,1:41.720,11,1 LAP,1:42.769,11,1 LAP,1:42.360,,,,,,
201,55,1 LAP,1:43.565,22,1 LAP,1:42.352,22,1 LAP,1:42.781,,,,,,
202,44,17.148,1:41.633,44,20.474,1:42.420,44,25.022,1:44.488,,,,,,
203,3,1 LAP,1:42.252,55,1 LAP,1:44.925,55,1 LAP,1:43.391,,,,,,
204,7,25.481,1:41.674,3,1 LAP,1:41.204,3,1 LAP,1:41.734,,,,,,
205,30,1 LAP,1:46.225,7,28.038,1:41.651,7,31.998,1:43.900,,,,,,
206,94,2 LAPS,1:49.982,30,1 LAP,1:43.467,30,1 LAP,1:43.169,,,,,,
207,9,1 LAP,1:42.320,94,2 LAPS,1:44.374,94,2 LAPS,1:43.013,,,,,,
208,77,43.716,1:42.471,9,1 LAP,1:42.124,9,1 LAP,1:42.493,,,,,,
209,26,1 LAP,1:45.985,77,47.086,1:42.464,77,50.217,1:43.071,,,,,,
210,12,1 LAP,1:42.253,26,1 LAP,1:43.407,26,1 LAP,1:43.546,,,,,,
211,21,1 LAP,1:42.962,12,1 LAP,1:42.986,12,1 LAP,1:43.631,,,,,,
212,19,73.452,1:39.831,21,1 LAP,1:42.978,21,1 LAP,1:42.378,,,,,,
213,,,,19,74.101,1:39.743,19,74.427,1:40.266,,,,,,
