,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
58,94,30.553,1:44.840,22,35.499,1:42.491,22,39.129,1:41.191,22,42.331,1:39.879,22,46.084,1:39.699
59,22,30.904,1:42.327,8,38.539,1:41.740,8,41.290,1:40.312,8,44.318,1:39.705,20,48.646,1:39.013
60,8,34.695,1:56.650,20,39.955,1:40.327,20,42.396,1:40.002,20,45.579,1:39.860,12,49.819,1:39.095
61,20,37.524,1:41.711,12,42.896,1:39.111,12,44.159,1:38.824,12,46.670,1:39.188,33,50.372,1:38.130
62,12,41.681,1:41.697,33,PIT,1:56.981,26,1 LAP,1:38.451,33,48.188,1:37.621,26,1 LAP,1:37.895
63,9,PIT,2:02.550,26,1 LAP,1:39.849,33,47.244,1:40.979,26,1 LAP,1:40.939,9,54.175,1:37.523
64,26,1 LAP,1:42.007,9,49.292,1:44.901,9,51.106,1:39.375,9,52.598,1:38.169,88,68.791,1:39.618
65,88,PIT,2:03.988,88,58.356,1:47.025,88,61.840,1:41.045,88,65.119,1:39.956,8,PIT,2:04.063
66,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
67,3,,1:35.784,3,,1:35.312,3,,1:35.150,3,,1:34.875,3,,1:34.360
68,44,13.446,1:35.194,44,13.004,1:34.870,44,12.825,1:34.971,44,12.632,1:34.682,44,12.847,1:34.575
69,6,17.445,1:40.096,6,19.594,1:37.461,6,21.430,1:36.986,6,22.952,1:36.397,55,26.078,1:36.389
70,55,18.268,1:37.455,55,20.457,1:37.501,55,22.453,1:37.146,55,24.049,1:36.471,11,27.280,1:36.483
71,11,19.651,1:37.529,11,21.380,1:37.041,11,23.298,1:37.068,11,25.157,1:36.734,6,PIT,1:54.961
72,19,35.336,1:38.710,19,38.428,1:38.404,19,41.196,1:37.918,19,43.962,1:37.641,5,47.244,1:37.237
73,5,36.019,1:38.834,5,38.768,1:38.061,5,41.718,1:38.100,5,44.367,1:37.524,27,47.820,1:37.216
74,27,36.530,1:40.572,27,39.344,1:38.126,27,42.185,1:37.991,27,44.964,1:37.654,14,48.931,1:37.413
75,14,38.205,1:36.349,14,40.236,1:37.343,14,43.668,1:38.582,14,45.878,1:37.085,21,54.196,1:35.071
76,21,PIT,1:54.901,21,52.329,1:41.039,21,52.759,1:35.580,21,53.485,1:35.601,22,57.012,1:35.977
77,94,49.030,1:39.091,22,54.064,1:39.873,22,54.640,1:35.726,22,55.395,1:35.630,33,62.832,1:32.859
78,22,49.503,1:39.203,94,55.583,1:41.865,94,59.472,1:39.039,33,64.333,1:38.341,19,PIT,1:53.600
79,77,51.159,1:42.125,77,55.959,1:40.112,77,59.767,1:38.958,77,65.566,1:40.674,94,70.041,1:38.658
80,20,51.930,1:39.068,20,57.146,1:40.528,20,60.769,1:38.773,94,65.743,1:41.146,77,70.624,1:39.418
81,33,52.586,1:37.998,33,57.403,1:40.129,33,60.867,1:38.614,20,66.279,1:40.385,9,73.613,1:40.105
82,12,54.341,1:40.306,26,1 LAP,1:39.416,26,1 LAP,1:38.247,26,1 LAP,1:39.375,12,74.424,1:41.455
83,26,1 LAP,1:38.319,12,59.647,1:40.618,12,63.204,1:38.707,12,67.329,1:39.000,88,86.419,1:39.643
84,9,56.272,1:37.881,9,60.473,1:39.513,9,63.937,1:38.614,9,67.868,1:38.806,8,86.989,1:39.640
85,88,72.525,1:39.518,88,75.910,1:38.697,88,78.361,1:37.601,88,81.136,1:37.650,20,94.555,2:02.636
86,8,77.015,1:40.364,8,78.398,1:36.695,8,79.662,1:36.414,8,81.709,1:36.922,,,
87,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
88,3,,1:36.195,3,,1:36.578,44,,1:34.449,44,,1:33.630,44,,1:33.061
89,44,12.801,1:36.149,44,11.278,1:35.055,3,PIT,1:51.693,3,7.926,1:35.590,3,5.046,1:30.181
90,11,PIT,1:53.055,6,43.652,1:34.173,6,31.493,1:33.568,6,30.573,1:32.710,6,29.218,1:31.706
91,55,PIT,1:54.731,11,44.496,1:36.934,11,32.141,1:33.372,11,31.362,1:32.851,11,30.157,1:31.856
92,6,46.057,1:38.699,5,45.572,1:35.529,5,33.066,1:33.221,5,32.185,1:32.749,5,31.150,1:32.026
93,5,46.621,1:35.572,27,46.226,1:35.747,27,33.825,1:33.326,27,33.166,1:32.971,27,32.899,1:32.794
94,27,47.057,1:35.432,55,47.673,1:39.637,55,35.506,1:33.560,55,34.333,1:32.457,55,33.573,1:32.301
95,14,49.193,1:36.457,14,48.851,1:36.236,14,36.998,1:33.874,14,37.093,1:33.725,14,36.029,1:31.997
96,21,53.486,1:35.485,21,52.004,1:35.096,21,40.002,1:33.725,21,39.054,1:32.682,21,39.803,1:33.810
97,22,57.290,1:36.473,20,PIT,2:30.766,33,43.416,1:33.223,33,40.639,1:30.853,33,40.344,1:32.766
98,33,59.286,1:32.649,22,55.044,1:34.332,22,45.343,1:36.026,22,45.325,1:33.612,22,43.815,1:31.551
99,19,66.018,1:39.011,33,55.920,1:33.212,20,1 LAP,1:42.944,20,1 LAP,1:35.064,20,1 LAP,1:33.519
100,94,72.797,1:38.951,19,64.871,1:35.431,19,54.211,1:35.067,19,54.511,1:33.930,19,53.673,1:32.223
101,77,73.486,1:39.057,94,74.117,1:37.898,94,65.899,1:37.509,94,68.522,1:36.253,94,72.192,1:36.731
102,9,74.340,1:36.922,77,74.325,1:37.417,77,66.263,1:37.665,77,69.409,1:36.776,77,72.478,1:36.130
103,12,75.421,1:37.192,9,75.172,1:37.410,9,67.220,1:37.775,9,69.909,1:36.319,9,73.510,1:36.662
104,88,88.003,1:37.779,12,75.851,1:37.008,12,67.777,1:37.653,12,70.383,1:36.236,12,73.910,1:36.588
105,8,88.520,1:37.726,88,87.871,1:36.446,88,77.695,1:35.551,88,78.846,1:34.781,8,80.902,1:34.709
106,,,,8,88.258,1:36.316,8,78.076,1:35.545,8,79.254,1:34.808,88,82.381,1:36.596
107,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
108,44,,1:32.457,44,,1:32.153,44,,1:31.130,44,,1:30.844,44,,1:30.973
109,3,2.551,1:29.962,3,0.518,1:30.120,3,0.732,1:31.344,3,0.762,1:30.874,3,0.874,1:31.085
110,6,28.231,1:31.470,6,27.637,1:31.559,6,27.406,1:30.899,6,27.289,1:30.727,9,PIT,1:51.916
111,11,29.266,1:31.566,11,28.829,1:31.716,11,28.694,1:30.995,11,29.516,1:31.666,6,27.154,1:30.838
112,5,29.929,1:31.236,5,29.201,1:31.425,5,29.247,1:31.176,5,30.040,1:31.637,5,30.618,1:31.551
113,27,31.542,1:31.100,27,30.203,1:30.814,27,30.498,1:31.425,27,31.038,1:31.384,27,31.830,1:31.765
114,55,33.002,1:31.886,55,31.805,1:30.956,55,31.501,1:30.826,55,32.609,1:31.952,55,33.206,1:31.570
115,14,35.083,1:31.511,14,33.319,1:30.389,14,32.984,1:30.795,14,33.446,1:31.306,14,34.229,1:31.756
116,21,39.664,1:32.318,21,38.890,1:31.379,21,37.473,1:29.713,21,37.014,1:30.385,21,36.358,1:30.317
117,33,40.084,1:32.197,33,39.418,1:31.487,33,38.473,1:30.185,33,37.909,1:30.280,33,38.066,1:31.130
118,22,42.170,1:30.812,22,40.510,1:30.493,22,39.661,1:30.281,22,39.294,1:30.477,11,PIT,1:48.797
119,20,1 LAP,1:31.575,20,1 LAP,1:30.521,20,1 LAP,1:29.802,20,1 LAP,1:30.103,19,48.429,1:30.575
120,19,53.143,1:31.927,19,51.507,1:30.517,19,50.209,1:29.832,19,48.827,1:29.462,22,PIT,1:47.523
121,94,74.479,1:34.744,94,77.129,1:34.803,94,80.014,1:34.015,94,83.073,1:33.903,20,PIT,1:48.325
122,77,74.719,1:34.698,77,77.404,1:34.838,77,80.419,1:34.145,77,83.470,1:33.895,94,85.894,1:33.794
123,9,75.671,1:34.618,9,78.260,1:34.742,9,81.392,1:34.262,12,85.318,1:33.799,12,87.471,1:33.126
124,12,76.101,1:34.648,12,78.817,1:34.869,12,82.363,1:34.676,8,85.751,1:33.605,,,
125,8,79.336,1:30.891,8,79.688,1:32.505,8,82.990,1:34.432,88,88.793,1:33.587,,,
126,88,83.636,1:33.712,88,83.679,1:32.196,88,86.050,1:33.501,,,,,,
127,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME
128,3,,1:31.683,3,PIT,1:56.435,44,,1:30.686,44,,1:30.486,44,,1:35.283
129,88 1 LAP,,1:36.477,44,2.680,1:41.829,3,0.628,1:33.994,3,0.143,1:30.001,3 0.251,,1:35.391
130,77 PIT,,1:51.223,9,1 LAP,1:37.174,11,15.538,1:26.781,8,1 LAP,1:34.054,94 1 LAP,,1:40.641
131,8 PIT,,1:49.966,11,22.123,1:29.241,5,18.305,1:27.085,20,PIT,2:17.808,8 1 LAP,,1:39.776
132,44 PIT,,1:49.843,5,24.586,1:34.899,9,1 LAP,1:36.141,12,1 LAP,1:41.656,12 1 LAP,,1:39.903
133,14 33.594,,1:31.922,14,PIT,1:47.748,14,26.835,1:35.294,11,11.339,1:26.287,11 15.830,,1:39.774
134,21 36.660,,1:32.859,21,PIT,1:50.961,6,29.626,1:29.439,5,12.983,1:25.164,5 16.290,,1:38.590
135,9 1 LAP,,1:59.461,6,33.553,1:43.382,27,29.813,1:29.439,9,1 LAP,1:29.306,9 1 LAP,,1:42.271
136,5 PIT,,1:48.061,27,33.740,1:39.390,55,30.491,1:29.618,14,23.662,1:27.313,14 31.344,,1:42.965
137,6 PIT,,1:52.009,55,34.239,1:38.030,33,30.971,1:29.525,6,24.950,1:25.810,6 32.212,,1:42.545
138,19 47.229,,1:31.357,33,34.812,1:37.085,22,31.734,1:29.660,27,25.631,1:26.304,27 32.945,,1:42.597
139,11 49.317,,1:34.534,22,35.440,1:31.022,21,36.616,1:38.796,55,26.648,1:26.643,55 35.408,,1:44.043
140,27 PIT,,1:51.512,19,PIT,1:47.942,19,41.531,1:36.161,33,27.048,1:26.563,22 40.161,,1:46.607
141,55 PIT,,1:51.995,20,1 LAP,1:31.554,88,68.678,1:33.015,22,28.837,1:27.589,21 50.466,,1:49.345
142,33 PIT,,1:48.653,88,69.029,1:31.093,77,85.351,1:30.438,21,36.404,1:30.274,19 54.844,,1:50.242
143,22 60.853,,1:37.566,12,PIT,1:53.427,94,88.957,1:32.483,19,39.885,1:28.840,77111.576,,1:57.245
144,20 1 LAP,,1:41.747,77,88.279,1:34.780,,,,88,PIT,1:51.319,88115.740,,2:01.512
145,12 89.650,,1:34.736,94,89.840,1:41.233,,,,77,89.614,1:34.749,,,
146,88 94.371,,1:32.631,8,90.183,1:33.564,,,,,,,,,
147,94 PIT,,1:51.705,,,,,,,,,,,,
148,77109.934,,1:38.771,,,,,,,,,,,,
149,8113.054,,1:40.867,,,,,,,,,,,,
150,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
151,44,,1:56.988,44,,1:35.102,44,,1:23.979,44,,1:22.446,44,,1:22.696
152,3,0.778,1:57.515,3,0.608,1:34.932,3,0.865,1:24.236,3,1.349,1:22.930,77,1 LAP,1:25.750
153,94,1 LAP,1:55.328,94,1 LAP,1:36.339,11,8.911,1:26.571,11,9.934,1:23.469,3,1.213,1:22.560
154,8,1 LAP,1:55.817,8,1 LAP,1:35.821,94,1 LAP,1:29.911,5,12.943,1:23.410,11,9.787,1:22.549
155,12,1 LAP,1:56.291,11,6.319,1:28.298,5,11.979,1:25.556,94,1 LAP,1:28.804,5,11.973,1:21.726
156,11,13.123,1:54.281,5,10.402,1:31.502,8,1 LAP,1:31.859,8,1 LAP,1:28.393,94,1 LAP,1:26.146
157,5,14.002,1:54.700,12,1 LAP,1:39.595,12,1 LAP,1:29.566,14,22.140,1:25.085,8,1 LAP,1:24.910
158,9,1 LAP,1:52.156,88,1 LAP,1:50.891,14,19.501,1:25.741,6,24.112,1:23.679,14,23.503,1:24.059
159,14,26.971,1:52.615,14,17.739,1:25.870,6,22.879,1:27.171,27,25.660,1:24.385,6,24.854,1:23.438
160,6,27.786,1:52.562,9,1 LAP,1:30.011,27,23.721,1:27.209,12,1 LAP,1:31.562,27,26.059,1:23.095
161,27,28.063,1:52.106,6,19.687,1:27.003,55,27.105,1:29.762,55,28.063,1:23.404,55,27.753,1:22.386
162,55,29.423,1:51.003,27,20.491,1:27.530,22,28.589,1:28.807,22,29.870,1:23.727,22,30.875,1:23.701
163,22,31.700,1:48.527,55,21.322,1:27.001,9,1 LAP,1:37.047,9,1 LAP,1:24.584,12,1 LAP,1:28.992
164,21,43.217,1:49.739,22,23.761,1:27.163,88,1 LAP,1:43.758,21,42.791,1:26.045,9,1 LAP,1:23.942
165,19,45.474,1:47.618,21,37.169,1:29.054,21,39.192,1:26.002,19,44.815,1:26.671,21,44.032,1:23.937
166,77,86.898,1:32.310,19,38.325,1:27.953,19,40.590,1:26.244,88,1 LAP,1:38.128,19,45.908,1:23.789
167,,,,77,78.418,1:26.622,77,79.601,1:25.162,,,,88,1 LAP,1:31.710
168,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
169,44,,1:20.521,44,,1:21.593,44,,1:21.662,44,,1:20.921,44,,1:19.778
170,3,2.014,1:21.322,3,1.170,1:20.749,3,0.645,1:21.137,3,0.480,1:20.756,3,1.229,1:20.527
171,77,1 LAP,1:26.519,77,1 LAP,1:23.290,77,1 LAP,1:23.297,88,2 LAPS,1:30.440,11,12.090,1:20.563
172,11,11.525,1:22.259,11,11.144,1:21.212,11,10.943,1:21.461,11,11.305,1:21.283,5,13.435,1:20.381
173,5,12.906,1:21.454,5,12.737,1:21.424,5,12.159,1:21.084,5,12.832,1:21.594,77,1 LAP,1:22.023
174,94,1 LAP,1:25.242,94,1 LAP,1:25.632,14,31.064,1:23.149,77,1 LAP,1:26.864,88,2 LAPS,1:34.995
175,8,1 LAP,1:25.874,14,29.577,1:24.035,6,31.803,1:23.255,14,32.451,1:22.308,14,34.752,1:22.079
176,14,27.135,1:24.153,6,30.210,1:23.717,27,32.750,1:23.545,6,33.142,1:22.260,6,35.507,1:22.143
177,6,28.086,1:23.753,27,30.867,1:23.667,55,36.602,1:26.619,27,34.192,1:22.363,27,36.873,1:22.459
178,27,28.793,1:23.255,55,31.645,1:23.472,22,37.053,1:24.470,55,37.122,1:21.441,55,37.586,1:20.242
179,55,29.766,1:22.534,8,1 LAP,1:28.943,94,1 LAP,1:31.131,22,39.574,1:23.442,22,41.649,1:21.853
180,22,32.738,1:22.384,22,34.245,1:23.100,8,1 LAP,1:26.421,94,1 LAP,1:26.536,94,1 LAP,1:24.321
181,12,1 LAP,1:25.345,12,1 LAP,1:24.918,12,1 LAP,1:24.951,8,1 LAP,1:27.049,8,1 LAP,1:23.794
182,9,1 LAP,1:25.545,9,1 LAP,1:24.669,9,1 LAP,1:25.165,12,1 LAP,1:23.622,12,1 LAP,1:23.386
183,19,49.888,1:24.501,19,51.367,1:23.072,19,52.562,1:22.857,9,1 LAP,1:23.435,9,1 LAP,1:23.636
184,21,50.858,1:27.347,21,55.133,1:25.868,21,57.927,1:24.456,19,54.491,1:22.850,19,57.122,1:22.409
185,88,1 LAP,1:29.537,88,1 LAP,1:28.344,,,,21,60.638,1:23.632,21,64.344,1:23.484
186,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
187,44,,1:20.763,44,,1:20.046,44,,1:20.244,44,,1:19.803,44,,1:25.599
188,3,0.633,1:20.167,3,0.727,1:20.140,3,0.566,1:20.083,3,0.569,1:19.806,3,1.172,1:26.202
189,11,11.573,1:20.246,11,11.172,1:19.645,11,10.345,1:19.417,11,9.761,1:19.219,11,14.010,1:29.848
190,5,12.834,1:20.162,5,12.990,1:20.202,5,12.365,1:19.619,5,11.889,1:19.327,5,16.875,1:30.585
191,77,1 LAP,1:21.725,77,1 LAP,1:21.322,77,1 LAP,1:20.781,77,1 LAP,1:21.052,12,PIT,2:15.357
192,88,2 LAPS,1:29.830,88,2 LAPS,1:28.321,14,40.723,1:22.810,14,42.059,1:21.139,77,PIT,1:48.387
193,14,35.938,1:21.949,14,38.157,1:22.265,6,40.977,1:22.465,6,42.475,1:21.301,14,55.218,1:38.758
194,6,36.825,1:22.081,6,38.756,1:21.977,27,41.639,1:22.255,27,43.075,1:21.239,6,55.736,1:38.860
195,27,37.993,1:21.883,27,39.628,1:21.681,55,42.347,1:21.740,55,44.017,1:21.473,27,56.510,1:39.034
196,55,38.914,1:22.091,55,40.851,1:21.983,22,45.618,1:21.854,22,48.528,1:22.713,55,57.868,1:39.450
197,22,42.786,1:21.900,22,44.008,1:21.268,88,2 LAPS,1:33.421,94,1 LAP,1:22.939,22,62.256,1:39.327
198,94,1 LAP,1:23.610,94,1 LAP,1:22.771,94,1 LAP,1:22.776,8,1 LAP,1:22.737,94,1 LAP,1:43.568
199,8,1 LAP,1:23.731,8,1 LAP,1:22.788,8,1 LAP,1:22.982,19,63.433,1:22.945,8,1 LAP,1:43.294
200,12,1 LAP,1:22.186,12,1 LAP,1:21.889,12,1 LAP,1:22.656,9,1 LAP,1:26.341,19,81.200,1:43.366
201,9,1 LAP,1:22.080,9,1 LAP,1:21.923,9,1 LAP,1:22.528,88,PIT,1:44.289,88,2 LAPS,1:44.785
202,19,58.089,1:21.730,19,59.485,1:21.442,19,60.291,1:21.050,21,78.227,1:28.386,21,93.147,1:40.519
203,21,65.959,1:22.378,21,68.386,1:22.473,21,69.644,1:21.502,,,,,,
204,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
205,44,,1:37.136,44,,1:20.041,44,,1:18.806,44,,1:19.205,44,,1:19.279
206,3,0.408,1:36.372,3,0.708,1:20.341,3,1.300,1:19.398,3,1.584,1:19.489,3,1.553,1:19.248
207,11,9.882,1:33.008,21,1 LAP,1:27.054,21,1 LAP,1:21.585,21,1 LAP,1:20.410,21,1 LAP,1:20.600
208,9,PIT,2:10.035,88,3 LAPS,1:29.951,11,10.394,1:19.960,11,10.354,1:19.165,11,9.935,1:18.860
209,5,12.733,1:32.994,11,9.240,1:19.399,88,3 LAPS,1:25.803,5,13.670,1:19.741,5,13.061,1:18.670
210,77,1 LAP,1:31.790,5,12.943,1:20.251,5,13.134,1:18.997,88,3 LAPS,1:28.103,88,3 LAPS,1:23.636
211,14,45.054,1:26.972,9,2 LAPS,1:28.080,9,2 LAPS,1:21.342,77,1 LAP,1:19.984,77,1 LAP,1:19.912
212,6,45.576,1:26.976,77,1 LAP,1:21.223,77,1 LAP,1:20.384,14,48.906,1:20.395,14,50.025,1:20.398
213,27,46.430,1:27.056,14,45.583,1:20.570,14,47.716,1:20.939,6,49.460,1:20.516,6,50.741,1:20.560
214,55,47.731,1:26.999,6,46.286,1:20.751,6,48.149,1:20.669,27,50.386,1:20.728,27,51.461,1:20.354
215,22,50.976,1:25.856,27,47.214,1:20.825,27,48.863,1:20.455,55,51.644,1:20.837,55,53.046,1:20.681
216,94,1 LAP,1:25.252,55,48.410,1:20.720,55,50.012,1:20.408,22,56.313,1:21.000,22,57.480,1:20.446
217,8,1 LAP,1:25.460,22,52.166,1:21.231,22,54.518,1:21.158,19,73.072,1:19.887,19,73.428,1:19.635
218,19,66.478,1:22.414,94,1 LAP,1:23.575,19,72.390,1:22.048,94,1 LAP,1:22.215,,,
219,,,,19,69.148,1:22.711,94,1 LAP,1:24.412,8,1 LAP,1:22.329,,,
220,,,,8,1 LAP,1:24.778,8,1 LAP,1:22.883,,,,,,
221,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
222,44,,1:20.426,44,,1:18.673,44,,1:19.525,44,,1:18.720,44,,1:19.528
223,3,1.277,1:20.150,3,1.847,1:19.243,3,1.312,1:18.990,3,1.590,1:18.998,3,1.584,1:19.522
224,94,2 LAPS,1:24.217,94,2 LAPS,1:22.818,94,2 LAPS,1:22.204,11,10.312,1:19.568,11,9.318,1:18.534
225,8,2 LAPS,1:24.595,8,2 LAPS,1:22.539,11,9.464,1:20.016,5,13.658,1:21.484,5,12.553,1:18.423
226,11,8.818,1:19.309,11,8.973,1:18.828,8,2 LAPS,1:23.096,94,2 LAPS,1:24.778,94,2 LAPS,1:21.597
