,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
145,18,1 LAP,1:50.772,18,1 LAP,1:27.448,3,PIT,1:30.308,11,56.147,1:26.738,19,1 LAP,1:27.133
146,9,1 LAP,1:50.352,9,1 LAP,1:27.067,11,54.490,1:26.581,31,64.906,1:26.395,30,1 LAP,1:27.262
147,14,1 LAP,1:48.060,14,1 LAP,1:27.819,31,63.592,1:26.438,27,80.137,1:27.325,3,51.491,1:23.686
148,19,1 LAP,1:46.455,19,1 LAP,1:26.672,27,77.893,1:27.260,94,84.962,1:28.516,11,57.133,1:26.688
149,3,51.105,1:46.960,3,46.665,1:27.103,94,81.527,1:27.697,,,,31,65.480,1:26.276
150,30,1 LAP,1:44.610,30,1 LAP,1:27.780,55,82.160,1:27.617,,,,27,81.917,1:27.482
151,11,76.220,1:34.522,11,71.184,1:26.507,20,83.584,1:27.913,,,,,,
152,31,85.601,1:30.689,31,80.429,1:26.371,8,84.709,1:28.233,,,,,,
153,,,,27,93.908,1:26.880,,,,,,,,,
154,,,,94,97.105,1:27.972,,,,,,,,,
155,,,,55,97.818,1:28.070,,,,,,,,,
156,,,,20,98.946,1:28.213,,,,,,,,,
157,,,,8,99.751,1:28.580,,,,,,,,,
158,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
159,5,,1:24.746,5,,1:24.990,5,,1:23.674,44,,1:23.719,44,,1:24.641
160,44,0.771,1:24.904,44,0.584,1:24.803,44,0.573,1:23.663,5,1.645,1:25.937,5,1.592,1:24.588
161,94,1 LAP,1:30.965,94,1 LAP,1:27.947,27,1 LAP,1:29.356,27,1 LAP,1:27.271,27,1 LAP,1:26.908
162,55,1 LAP,1:29.342,55,1 LAP,1:28.246,94,1 LAP,1:27.046,94,1 LAP,1:27.273,94,1 LAP,1:27.366
163,20,1 LAP,1:28.698,20,1 LAP,1:28.604,55,1 LAP,1:27.018,55,1 LAP,1:27.138,55,1 LAP,1:27.631
164,8,1 LAP,1:28.380,8,1 LAP,1:28.667,20,1 LAP,1:27.496,20,1 LAP,1:27.359,20,1 LAP,1:27.601
165,26,1 LAP,1:26.716,26,1 LAP,1:28.044,8,1 LAP,1:28.053,26,1 LAP,1:26.818,26,1 LAP,1:27.242
166,18,1 LAP,1:27.727,18,1 LAP,1:27.696,26,1 LAP,1:27.942,8,1 LAP,1:28.812,8,1 LAP,1:27.526
167,9,1 LAP,1:27.649,9,1 LAP,1:27.731,18,1 LAP,1:27.005,18,1 LAP,1:27.245,18,1 LAP,1:27.183
168,14,1 LAP,1:26.993,14,1 LAP,1:27.010,9,1 LAP,1:27.464,9,1 LAP,1:27.377,9,1 LAP,1:27.120
169,19,1 LAP,1:27.402,19,1 LAP,1:27.140,14,1 LAP,1:26.857,14,1 LAP,1:27.243,14,1 LAP,1:26.894
170,30,1 LAP,1:27.579,30,1 LAP,1:27.272,19,1 LAP,1:27.306,19,1 LAP,1:27.184,19,1 LAP,1:26.936
171,3,51.420,1:24.675,3,50.845,1:24.415,30,PIT,1:31.341,3,52.475,1:24.989,3,52.923,1:25.089
172,11,58.921,1:26.534,11,59.965,1:26.034,3,51.778,1:24.607,11,65.262,1:26.642,11,67.567,1:26.946
173,31,67.076,1:26.342,31,68.831,1:26.745,11,62.912,1:26.621,30,1 LAP,1:46.274,30,1 LAP,1:24.843
174,27,84.271,1:27.100,,,,31,71.949,1:26.792,31,75.493,1:27.836,31,77.383,1:26.531
175,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
176,44,,1:25.115,44,,1:24.281,44,,1:24.347,44,,1:24.599,44,,1:24.058
177,5,1.117,1:24.640,5,1.577,1:24.741,5,1.860,1:24.630,5,1.849,1:24.588,5,2.338,1:24.547
178,27,1 LAP,1:26.839,27,1 LAP,1:26.922,27,1 LAP,1:27.093,31,1 LAP,1:30.733,31,1 LAP,1:26.864
179,94,1 LAP,1:26.946,94,1 LAP,1:27.205,94,1 LAP,1:27.038,27,1 LAP,1:27.006,27,1 LAP,1:27.127
180,55,1 LAP,1:26.692,55,1 LAP,1:27.464,55,1 LAP,1:27.094,94,1 LAP,1:26.860,94,1 LAP,1:26.993
181,20,1 LAP,1:27.194,20,1 LAP,1:27.349,20,1 LAP,1:27.265,55,1 LAP,1:26.688,55,1 LAP,1:27.282
182,26,1 LAP,1:27.101,26,1 LAP,1:27.484,26,1 LAP,1:27.259,20,1 LAP,1:27.067,20,1 LAP,1:27.129
183,8,1 LAP,1:27.207,8,1 LAP,1:27.466,8,1 LAP,1:27.152,26,1 LAP,1:27.153,26,1 LAP,1:27.071
184,18,1 LAP,1:27.098,18,1 LAP,1:27.132,18,1 LAP,1:27.527,8,1 LAP,1:26.972,8,1 LAP,1:27.203
185,9,1 LAP,1:27.457,9,1 LAP,1:27.269,9,1 LAP,1:27.436,18,1 LAP,1:27.013,18,1 LAP,1:27.423
186,14,1 LAP,1:26.948,14,1 LAP,1:26.547,14,1 LAP,1:27.025,9,1 LAP,1:26.847,9,1 LAP,1:27.134
187,19,1 LAP,1:27.195,19,1 LAP,1:26.616,19,1 LAP,1:26.988,14,1 LAP,1:26.687,14,1 LAP,1:26.895
188,3,53.070,1:25.262,3,54.050,1:25.261,3,54.885,1:25.182,19,1 LAP,1:27.422,3,57.861,1:25.903
189,11,69.281,1:26.829,11,71.801,1:26.801,11,74.454,1:27.000,3,56.016,1:25.730,19,1 LAP,1:29.371
190,30,1 LAP,1:25.256,30,1 LAP,1:25.541,30,1 LAP,1:26.117,11,76.294,1:26.439,11,78.386,1:26.150
191,31,78.886,1:26.618,31,81.178,1:26.573,,,,30,1 LAP,1:26.366,30,1 LAP,1:26.441
192,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
193,44,,1:24.404,44,,1:23.948,44,,1:24.352,44,,1:25.054,44,,1:24.038
194,5,2.459,1:24.525,5,2.657,1:24.146,30,2 LAPS,1:27.732,11,1 LAP,1:28.368,5,3.542,1:25.210
195,31,1 LAP,1:26.600,31,1 LAP,1:26.402,5,2.687,1:24.382,14,2 LAPS,1:47.351,14,2 LAPS,1:27.116
196,27,1 LAP,1:27.117,27,1 LAP,1:27.020,31,1 LAP,1:26.501,5,2.370,1:24.737,11,1 LAP,1:28.954
197,94,1 LAP,1:26.785,94,1 LAP,1:27.044,27,1 LAP,1:27.069,30,2 LAPS,1:28.003,30,2 LAPS,1:26.418
198,55,1 LAP,1:26.729,55,1 LAP,1:26.718,94,1 LAP,1:27.006,31,1 LAP,1:26.644,31,1 LAP,1:26.403
199,20,1 LAP,1:27.045,20,1 LAP,1:26.962,55,1 LAP,1:27.156,27,1 LAP,1:26.940,27,1 LAP,1:26.852
200,26,1 LAP,1:27.200,26,1 LAP,1:27.061,20,1 LAP,1:27.407,94,1 LAP,1:26.699,94,1 LAP,1:26.579
201,8,1 LAP,1:26.871,8,1 LAP,1:26.963,26,1 LAP,1:27.268,55,1 LAP,1:26.641,55,1 LAP,1:26.529
202,18,1 LAP,1:26.838,18,1 LAP,1:27.540,8,1 LAP,1:27.550,20,1 LAP,1:27.215,20,1 LAP,1:27.176
203,9,1 LAP,1:26.622,9,1 LAP,1:27.266,3,62.560,1:25.995,26,1 LAP,1:27.198,26,1 LAP,1:27.225
204,14,1 LAP,1:26.768,3,60.917,1:25.892,18,1 LAP,1:29.267,8,1 LAP,1:27.012,8,1 LAP,1:27.222
205,3,58.973,1:25.516,14,PIT,1:30.438,9,1 LAP,1:28.931,3,62.572,1:25.066,3,63.488,1:24.954
206,19,1 LAP,1:26.515,19,1 LAP,1:26.870,19,1 LAP,1:26.806,9,1 LAP,1:27.206,9,1 LAP,1:26.792
207,11,79.737,1:25.755,11,81.947,1:26.158,,,,18,1 LAP,1:29.930,18,1 LAP,1:28.103
208,30,1 LAP,1:26.401,,,,,,,19,1 LAP,1:27.124,19,1 LAP,1:27.314
209,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
210,44,,1:24.004,44,,1:23.875,44,,1:24.612,44,,1:24.887,44,,1:24.698
211,5,3.849,1:24.311,5,4.343,1:24.369,5,4.206,1:24.475,5,3.506,1:24.187,18,2 LAPS,1:29.593
212,14,2 LAPS,1:24.938,14,2 LAPS,1:24.640,14,2 LAPS,1:24.650,14,2 LAPS,1:24.723,5,4.484,1:25.676
213,11,1 LAP,1:26.757,11,1 LAP,1:26.405,11,1 LAP,1:26.674,11,1 LAP,1:26.585,19,2 LAPS,1:31.639
214,30,2 LAPS,1:26.998,30,2 LAPS,1:26.591,30,2 LAPS,1:26.680,30,2 LAPS,1:26.937,14,2 LAPS,1:25.394
215,31,1 LAP,1:26.624,31,1 LAP,1:26.774,31,1 LAP,1:27.083,31,1 LAP,1:26.609,11,1 LAP,1:26.343
216,27,1 LAP,1:26.841,27,1 LAP,1:26.703,27,1 LAP,1:26.814,27,1 LAP,1:26.731,30,2 LAPS,1:26.612
217,94,1 LAP,1:27.075,94,1 LAP,1:26.662,94,1 LAP,1:26.776,94,1 LAP,1:26.476,31,1 LAP,1:26.541
218,55,1 LAP,1:27.880,55,1 LAP,1:26.871,55,1 LAP,1:26.996,55,1 LAP,1:26.471,27,1 LAP,1:26.818
219,20,1 LAP,1:27.608,20,1 LAP,1:27.385,20,1 LAP,1:27.204,20,1 LAP,1:27.225,94,1 LAP,1:26.642
220,26,1 LAP,1:27.862,26,1 LAP,1:27.220,26,1 LAP,1:27.256,26,1 LAP,1:27.125,55,1 LAP,1:26.830
221,8,1 LAP,1:28.104,8,1 LAP,1:27.468,8,1 LAP,1:27.118,8,1 LAP,1:27.033,20,1 LAP,1:27.190
222,3,64.635,1:25.151,3,65.771,1:25.011,3,66.128,1:24.969,3,66.246,1:25.005,26,1 LAP,1:27.092
