,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
220,10,1 LAP,1:22.096,10,1 LAP,1:21.328,10,1 LAP,1:21.549,10,1 LAP,1:21.080,10,1 LAP,1:21.473
221,94,1 LAP,1:21.777,94,1 LAP,1:21.638,94,1 LAP,1:21.959,94,1 LAP,1:22.142,94,1 LAP,1:21.848
222,9,PIT,1:29.838,8,1 LAP,1:22.519,8,1 LAP,1:21.824,8,1 LAP,1:21.953,5,68.088,1:19.962
223,8,1 LAP,1:21.654,55,1 LAP,1:21.885,5,68.100,1:20.785,5,68.299,1:20.278,8,1 LAP,1:24.089
224,55,1 LAP,1:21.789,5,67.356,1:19.214,55,1 LAP,1:25.297,31,73.560,1:21.660,31,74.999,1:21.612
225,31,67.888,1:21.612,31,70.097,1:22.296,31,71.979,1:21.923,18,75.202,1:21.515,18,76.426,1:21.397
226,5,68.229,1:21.424,18,72.354,1:21.353,18,73.766,1:21.453,55,1 LAP,1:25.057,,,
227,18,71.088,1:21.179,,,,,,,,,,,,
228,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
229,33,,1:20.208,33,,1:19.833,33,,1:20.053,33,,1:20.075,33,,1:18.892
230,55,PIT,1:27.284,11,1 LAP,1:20.151,11,1 LAP,1:20.207,8,PIT,1:25.420,31,1 LAP,1:21.521
231,11,1 LAP,1:20.245,77,18.301,1:20.329,77,18.260,1:20.012,31,1 LAP,1:22.825,18,1 LAP,1:21.431
232,77,17.805,1:20.345,20,1 LAP,1:21.566,20,1 LAP,1:21.599,18,1 LAP,1:22.646,11,1 LAP,1:20.177
233,20,1 LAP,1:21.568,14,1 LAP,1:21.510,14,1 LAP,1:21.546,11,1 LAP,1:20.129,77,18.977,1:19.883
234,14,1 LAP,1:21.707,44,1 LAP,1:21.428,44,1 LAP,1:21.864,77,17.986,1:19.801,8,2 LAPS,1:40.939
235,44,1 LAP,1:21.555,19,1 LAP,1:21.238,19,1 LAP,1:21.471,20,1 LAP,1:21.663,20,1 LAP,1:21.487
236,19,1 LAP,1:21.546,2,1 LAP,1:21.371,2,1 LAP,1:21.153,14,1 LAP,1:21.498,14,1 LAP,1:21.845
237,2,1 LAP,1:21.468,7,45.004,1:20.282,7,45.626,1:20.675,44,1 LAP,1:21.464,44,1 LAP,1:21.452
238,7,44.555,1:20.393,10,1 LAP,1:21.352,10,1 LAP,1:21.162,19,1 LAP,1:21.183,19,1 LAP,1:21.214
239,10,1 LAP,1:21.698,5,68.001,1:19.812,5,67.698,1:19.750,2,1 LAP,1:21.107,2,1 LAP,1:21.216
240,94,1 LAP,1:21.975,94,1 LAP,1:23.920,94,1 LAP,1:22.435,7,45.730,1:20.179,7,47.565,1:20.727
241,5,68.022,1:20.142,8,1 LAP,1:21.919,,,,10,1 LAP,1:21.142,10,1 LAP,1:21.913
242,8,1 LAP,1:21.762,31,77.792,1:21.473,,,,5,67.533,1:19.910,5,68.817,1:20.176
243,31,76.152,1:21.361,18,79.184,1:21.311,,,,94,1 LAP,1:21.707,94,1 LAP,1:22.180
244,18,77.706,1:21.488,,,,,,,,,,,,
245,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
246,33,,1:19.891,33,,1:19.765,33,,1:19.884,33,,1:19.612,33,,1:19.622
247,31,1 LAP,1:21.505,94,2 LAPS,1:23.960,94,2 LAPS,1:22.031,94,2 LAPS,1:21.814,94,2 LAPS,1:21.868
248,18,1 LAP,1:21.343,31,1 LAP,1:21.137,31,1 LAP,1:20.946,31,1 LAP,1:21.052,31,1 LAP,1:21.380
249,11,1 LAP,1:20.389,18,1 LAP,1:21.195,18,1 LAP,1:21.065,18,1 LAP,1:21.160,18,1 LAP,1:21.229
250,77,19.170,1:20.084,11,1 LAP,1:20.207,11,1 LAP,1:20.342,11,1 LAP,1:20.476,11,1 LAP,1:20.357
251,8,2 LAPS,1:20.345,77,19.739,1:20.334,77,19.992,1:20.137,77,20.421,1:20.041,77,20.173,1:19.374
252,20,1 LAP,1:21.562,8,2 LAPS,1:20.360,8,2 LAPS,1:20.695,8,2 LAPS,1:20.968,8,2 LAPS,1:20.888
253,14,1 LAP,1:22.081,20,1 LAP,1:21.367,20,1 LAP,1:21.441,20,1 LAP,1:21.214,20,1 LAP,1:21.685
254,44,1 LAP,1:22.464,14,1 LAP,1:21.152,44,1 LAP,1:23.135,44,1 LAP,1:20.634,44,1 LAP,1:19.945
255,19,1 LAP,1:21.452,44,1 LAP,1:20.959,14,1 LAP,1:24.731,14,1 LAP,1:21.192,14,1 LAP,1:21.015
256,7,48.465,1:20.791,19,1 LAP,1:21.244,19,1 LAP,1:21.964,7,52.352,1:20.830,7,53.116,1:20.386
257,2,1 LAP,1:23.509,7,49.446,1:20.746,7,51.134,1:21.572,19,1 LAP,1:23.270,19,1 LAP,1:21.572
258,10,1 LAP,1:21.337,2,1 LAP,1:20.972,2,1 LAP,1:21.136,2,1 LAP,1:21.437,2,1 LAP,1:21.768
259,5,69.107,1:20.181,10,1 LAP,1:21.443,5,68.334,1:18.785,5,68.987,1:20.265,5,69.241,1:19.876
260,,,,5,69.433,1:20.091,10,1 LAP,1:22.658,10,1 LAP,1:21.376,10,1 LAP,1:21.347
261,NO,GAP,TIME,,,,,,,,,,,,
262,33,,1:20.804,,,,,,,,,,,,
263,31,1 LAP,1:21.263,,,,,,,,,,,,
264,18,1 LAP,1:21.595,,,,,,,,,,,,
265,94,2 LAPS,1:26.031,,,,,,,,,,,,
266,11,1 LAP,1:20.995,,,,,,,,,,,,
267,77,19.678,1:20.309,,,,,,,,,,,,
268,8,2 LAPS,1:21.570,,,,,,,,,,,,
269,20,1 LAP,1:21.570,,,,,,,,,,,,
270,44,1 LAP,1:20.703,,,,,,,,,,,,
271,14,1 LAP,1:21.196,,,,,,,,,,,,
272,7,54.007,1:21.695,,,,,,,,,,,,
273,19,1 LAP,1:21.682,,,,,,,,,,,,
274,2,1 LAP,1:21.514,,,,,,,,,,,,
275,5,70.078,1:21.641,,,,,,,,,,,,
